A 1262563200 2010 01 04 3138 3130 3113 3163 381550000 A, Agilent Technologies Inc, Santa Clara California
APD 1262563200 2010 01 04 8210 8316 8170 8326 113140000 APD, Air Products & Chemicals Inc, Allentown Pennsylvania
APH 1262563200 2010 01 04 4700 4593 4591 4700 245720000 APH, Amphenol Corp, Wallingford Connecticut
ARNC 1262563200 2010 01 04 1647 1665 1640 1689 1151210000 ARNC, Arconic Inc, New York New York
ATVI 1262563200 2010 01 04 1123 1130 1115 1145 930660000 ATVI, Activision Blizzard, Santa Monica California
AVB 1262563200 2010 01 04 8307 8119 8101 8334 148340000 AVB, AvalonBay Communities, Residential REITsArlington
AVGO 1262563200 2010 01 04 1829 1886 1801 1889 53870000 AVGO, Broadcom, San Jose California
AVY 1262563200 2010 01 04 3674 3684 3641 3697 130120000 AVY, Avery Dennison Corp, Glendale California
AWK 1262563200 2010 01 04 2241 2265 2241 2286 217610000 AWK, American Water Works Company Inc, Voorhees New Jersey
AXP 1262563200 2010 01 04 4081 4091 4038 4109 689430000 AXP, American Express Co, New York New York
AYI 1262563200 2010 01 04 3588 3602 3577 3636 82920000 AYI, Acuity Brands Inc, Atlanta Georgia
AZO 1262563200 2010 01 04 15899 15802 15771 15938 40830000 AZO, AutoZone Inc, Memphis Tennessee
BA 1262563200 2010 01 04 5572 5618 5479 5638 618670000 BA, Boeing Company, Chicago Illinois
BAC 1262563200 2010 01 04 1524 1569 1512 1575 18084520000 BAC, Bank of America Corp, Charlotte North Carolina
BAX 1262563200 2010 01 04 5899 5828 5763 5899 1146750000 BAX, Baxter International Inc., Deerfield Illinois
BBBY 1262563200 2010 01 04 3936 3902 3900 3950 297150000 BBBY, Bed Bath & Beyond, Union New Jersey
BBT 1262563200 2010 01 04 2569 2580 2540 2587 455080000 BBT, BB&T Corporation, Winston-Salem North Carolina
BBY 1262563200 2010 01 04 3984 4018 3963 4058 643380000 BBY, Best Buy Co. Inc., Richfield Minnesota
BCR 1262563200 2010 01 04 7858 7868 7784 7894 137180000 BCR, Bard (C.R.) Inc., Murray Hill New Jersey
BDX 1262563200 2010 01 04 7898 7859 7826 7968 179320000 BDX, Becton Dickinson, Franklin Lakes New Jersey
BEN 1262563200 2010 01 04 10618 10800 10589 10832 374670000 BEN, Franklin Resources, San Mateo California
BHI 1262563200 2010 01 04 4122 4124 4100 4150 588800000 BHI, Baker Hughes Inc, Houston Texas
BIIB 1262563200 2010 01 04 5397 5363 5359 5397 246970000 BIIB, BIOGEN IDEC Inc., Weston Massachusetts
BK 1262563200 2010 01 04 2819 2829 2793 2844 612770000 BK, The Bank of New York Mellon Corp., New York New York
BLK 1262563200 2010 01 04 23605 23858 23352 23960 23870000 BLK, BlackRock, New York New York
BLL 1262563200 2010 01 04 5186 5249 5182 5254 123420000 BLL, Ball Corp, Broomfield Colorado
BMY 1262563200 2010 01 04 2541 2562 2529 2570 1437610000 BMY, Bristol-Myers Squibb, New York New York
BSX 1262563200 2010 01 04 886 901 877 913 1433230000 BSX, Boston Scientific, Marlborough Massachusetts[4]
BWA 1262563200 2010 01 04 3345 3377 3343 3402 128600000 BWA, BorgWarner, Auburn Hills Michigan
BXP 1262563200 2010 01 04 6758 6709 6652 6833 151150000 BXP, Boston Properties, Boston Massachusetts
C 1262563200 2010 01 04 336 340 334 341 4067930000 C, Citigroup Inc., New York New York
CA 1262563200 2010 01 04 2288 2299 2278 2315 338510000 CA, CA, Systems SoftwareIslandia
CAG 1262563200 2010 01 04 2325 2311 2299 2328 400970000 CAG, ConAgra Foods Inc., Omaha Nebraska
CAH 1262563200 2010 01 04 3224 3252 3190 3265 382440000 CAH, Cardinal Health Inc., Dublin Ohio
CAT 1262563200 2010 01 04 5765 5854 5750 5918 732560000 CAT, Caterpillar Inc., Peoria Illinois
CB 1262563200 2010 01 04 5040 4927 4913 5073 267030000 CB, Chubb Limited, Zurich Switzerland
CBG 1262563200 2010 01 04 1381 1382 1363 1415 455300000 CBG, CBRE Group, Los Angeles California
CBS 1262563200 2010 01 04 1421 1425 1398 1440 671090000 CBS, CBS Corp., New York New York
CCI 1262563200 2010 01 04 3940 3961 3933 4015 196410000 CCI, Crown Castle International Corp., Houston Texas
CCL 1262563200 2010 01 04 3229 3206 3195 3275 537270000 CCL, Carnival Corp.,  Resorts & Cruise LinesMiami
CELG 1262563200 2010 01 04 5663 5574 5533 5663 483200000 CELG, Celgene Corp., Summit New Jersey
CERN 1262563200 2010 01 04 8376 8426 8284 8441 305520000 CERN, Cerner, North Kansas City Missouri
CF 1262563200 2010 01 04 9239 9184 9053 9250 617200000 CF, CF Industries Holdings Inc, Deerfield Illinois
CHD 1262563200 2010 01 04 6058 6134 6043 6136 223240000 CHD, Church & Dwight, Ewing New Jersey
CHK 1262563200 2010 01 04 2743 2809 2692 2811 3114680000 CHK, Chesapeake Energy, Oklahoma City Oklahoma
CHRW 1262563200 2010 01 04 5922 5934 5893 5965 82290000 CHRW, C. H. Robinson Worldwide, Eden Prairie Minnesota
CI 1262563200 2010 01 04 3527 3636 3518 3640 322730000 CI, CIGNA Corp., Philadelphia Pennsylvania
CINF 1262563200 2010 01 04 2642 2650 2642 2670 126140000 CINF, Cincinnati Financial, Fairfield Ohio
CL 1262563200 2010 01 04 8248 8284 8186 8287 487420000 CL, Colgate-Palmolive, New York New York
CLX 1262563200 2010 01 04 6154 6143 6109 6154 101430000 CLX, The Clorox Company, Oakland California
CMA 1262563200 2010 01 04 2995 3050 2968 3062 143840000 CMA, Comerica Inc., Dallas Texas
CMCSA 1262563200 2010 01 04 1675 1696 1675 1712 1357340000 CMCSA, Comcast A Corp, Philadelphia Pennsylvania
CME 1262563200 2010 01 04 33847 34241 33751 34347 266050000 CME, CME Group Inc., Chicago Illinois
CMG 1262563200 2010 01 04 8959 8783 8718 8959 31390000 CMG, Chipotle Mexican Grill, Denver Colorado
CMI 1262563200 2010 01 04 4634 4693 4625 4711 114860000 CMI, Cummins Inc., Columbus Indiana
CMS 1262563200 2010 01 04 1567 1579 1561 1586 587550000 CMS, CMS Energy, Jackson Michigan
CNC 1262563200 2010 01 04 2140 2170 2128 2175 66000000 CNC, Centene Corporation, St Louis Missouri
CNP 1262563200 2010 01 04 1459 1452 1450 1465 223970000 CNP, CenterPoint Energy, Houston Texas
COF 1262563200 2010 01 04 3865 3904 3854 3913 444740000 COF, Capital One Financial, Tysons Corner Virginia
COG 1262563200 2010 01 04 4465 4623 4465 4633 451480000 COG, Cabot Oil & Gas, Houston Texas
COH 1262563200 2010 01 04 3688 3631 3611 3688 335060000 COH, Coach Inc.,  Accessories & Luxury GoodsNew York
COL 1262563200 2010 01 04 5583 5634 5563 5663 82810000 COL, Rockwell Collins, Cedar Rapids Iowa
COO 1262563200 2010 01 04 3825 3775 3761 3847 48120000 COO, The Cooper Companies, Pleasanton California
COP 1262563200 2010 01 04 5176 5257 5152 5267 1388080000 COP, ConocoPhillips, Houston Texas
COST 1262563200 2010 01 04 5913 5941 5913 6007 328020000 COST, Costco Co., Issaquah Washington
CPB 1262563200 2010 01 04 3390 3386 3370 3397 157420000 CPB, Campbell Soup, Camden New Jersey
CRM 1262563200 2010 01 04 7461 7481 7419 7552 790600000 CRM, Salesforce.com, San Francisco California
CSCO 1262563200 2010 01 04 2411 2469 2401 2484 5985370000 CSCO, Cisco Systems, San Jose California
CSX 1262563200 2010 01 04 4899 4886 4827 4918 839100000 CSX, CSX Corp., Jacksonville Florida
CTAS 1262563200 2010 01 04 2623 2638 2612 2653 105110000 CTAS, Cintas Corporation, Mason Ohio
CTL 1262563200 2010 01 04 3654 3665 3636 3700 206810000 CTL, CenturyLink Inc, Monroe Louisiana
CTSH 1262563200 2010 01 04 4563 4679 4563 4679 576520000 CTSH, Cognizant Technology Solutions, Teaneck New Jersey
CTXS 1262563200 2010 01 04 4204 4284 4191 4286 168070000 CTXS, Citrix Systems, Fort Lauderdale Florida
CVS 1262563200 2010 01 04 3243 3297 3238 3306 1467680000 CVS, CVS Health, Woonsocket Rhode Island
CVX 1262563200 2010 01 04 7819 7905 7816 7919 1017380000 CVX, Chevron Corp., San Ramon California
CXO 1262563200 2010 01 04 4575 4738 4575 4738 30250000 CXO, Concho Resources, Midland Texas
D 1262563200 2010 01 04 3909 3895 3884 3941 217550000 D, Dominion Resources, Richmond Virginia
DAL 1262563200 2010 01 04 1122 1122 1095 1143 1448250000 DAL, Delta Air Lines, Atlanta Georgia
DD 1262563200 2010 01 04 3397 3426 3396 3473 601760000 DD, Du Pont (E.I.), Wilmington Delaware
DE 1262563200 2010 01 04 5474 5606 5434 5620 397460000 DE, Deere & Co., Moline Illinois
DFS 1262563200 2010 01 04 1487 1461 1450 1488 755260000 DFS, Discover Financial Services, Riverwoods Illinois
DG 1262563200 2010 01 04 2254 2308 2240 2340 43720000 DG, Dollar General, Goodlettsville Tennessee
DGX 1262563200 2010 01 04 6073 6116 6023 6118 104600000 DGX, Quest Diagnostics, Madison New Jersey
DHI 1262563200 2010 01 04 1096 1116 1087 1118 579910000 DHI, D. R. Horton, Fort Worth Texas
DHR 1262563200 2010 01 04 7548 7514 7450 7568 520260000 DHR, Danaher Corp., Washington D.C.
DIS 1262563200 2010 01 04 3250 3207 3187 3275 1370040000 DIS, The Walt Disney Company, Burbank California
DISCA 1262563200 2010 01 04 3072 3100 3069 3125 284410000 DISCA, Discovery Communications-A, Silver Spring Maryland
DISCK 1262563200 2010 01 04 2662 2679 2650 2692 53540000 DISCK, Discovery Communications-C, Silver Spring Maryland
DLR 1262563200 2010 01 04 5038 5015 4943 5100 130690000 DLR, Digital Realty Trust, San Francisco California
DLTR 1262563200 2010 01 04 4852 4817 4800 4902 305940000 DLTR, Dollar Tree, Chesapeake Virginia
DNB 1262563200 2010 01 04 8461 8337 8294 8461 49950000 DNB, Dun & Bradstreet, Short Hills New Jersey
DOV 1262563200 2010 01 04 4192 4236 4163 4236 150220000 DOV, Dover Corp., Downers Grove Illinois
DOW 1262563200 2010 01 04 2820 2918 2779 2919 1693300000 DOW, Dow Chemical, Midland Michigan
DPS 1262563200 2010 01 04 2853 2910 2820 2913 119970000 DPS, Dr Pepper Snapple Group, Plano Texas
DRI 1262563200 2010 01 04 3543 3500 3470 3543 222810000 DRI, Darden Restaurants, Orlando Florida
DTE 1262563200 2010 01 04 4390 4354 4343 4422 142160000 DTE, DTE Energy Co., Detroit Michigan
DUK 1262563200 2010 01 04 1720 1696 1690 1728 415210000 DUK, Duke Energy, Charlotte North Carolina
DVA 1262563200 2010 01 04 5911 5991 5909 6004 191040000 DVA, DaVita Inc., Denver Colorado
DVN 1262563200 2010 01 04 7530 7656 7484 7679 422550000 DVN, Devon Energy Corp., Oklahoma City Oklahoma
EA 1262563200 2010 01 04 1798 1814 1788 1823 385050000 EA, Electronic Arts, Redwood City California
EBAY 1262563200 2010 01 04 2371 2390 2361 2397 2251160000 EBAY, eBay Inc., San Jose California
ECL 1262563200 2010 01 04 4502 4525 4486 4534 100950000 ECL, Ecolab Inc., St. Paul Minnesota
ED 1262563200 2010 01 04 4573 4538 4523 4595 214230000 ED, Consolidated Edison, New York New York
EFX 1262563200 2010 01 04 3115 3146 3104 3152 75070000 EFX, Equifax Inc., Atlanta Georgia
EIX 1262563200 2010 01 04 3507 3477 3470 3513 193150000 EIX, Edison Int'l, Rosemead California
EL 1262563200 2010 01 04 4868 4854 4823 4888 350840000 EL, Estee Lauder Cos., New York New York
EMN 1262563200 2010 01 04 6150 6175 6086 6193 144640000 EMN, Eastman Chemical, Kingsport Tennessee
EMR 1262563200 2010 01 04 4315 4334 4273 4340 378100000 EMR, Emerson Electric Company, Ferguson Missouri
ENDP 1262563200 2010 01 04 2066 2111 2055 2126 240120000 ENDP, Endo International, Dublin Ireland
EOG 1262563200 2010 01 04 9934 10037 9923 10044 411000000 EOG, EOG Resources, Houston Texas
EQIX 1262563200 2010 01 04 10651 10955 10651 10962 57630000 EQIX, Equinix, Redwood City California
EQR 1262563200 2010 01 04 3406 3340 3322 3452 329950000 EQR, Equity Residential, Chicago Illinois
EQT 1262563200 2010 01 04 4449 4479 4449 4525 77420000 EQT, EQT Corporation, Pittsburgh Pennsylvania
ES 1262563200 2010 01 04 2565 2577 2565 2600 120680000 ES, Eversource Energy, Springfield Massachusetts
ESRX 1262563200 2010 01 04 8741 8852 8716 8873 368780000 ESRX, Express Scripts, Cool Valley Missouri
ESS 1262563200 2010 01 04 8420 8262 8215 8462 44800000 ESS, Essex Property Trust, Residential REITsPalo Alto
ETFC 1262563200 2010 01 04 178 184 177 184 523190000 ETFC, E*Trade, New York New York
ETN 1262563200 2010 01 04 6420 6431 6388 6513 234760000 ETN, Eaton Corporation, Dublin Ireland
ETR 1262563200 2010 01 04 8209 8215 8175 8273 104940000 ETR, Entergy Corp., New Orleans Louisiana
EW 1262563200 2010 01 04 8766 8747 8713 8840 103080000 EW, Edwards Lifesciences, Irvine California
EXC 1262563200 2010 01 04 4907 4888 4877 4920 436760000 EXC, Exelon Corp., Chicago Illinois
EXPD 1262563200 2010 01 04 3509 3508 3484 3518 106240000 EXPD, Expeditors Int'l, Seattle Washington
EXPE 1262563200 2010 01 04 2570 2582 2542 2591 218650000 EXPE, Expedia Inc., Bellevue Washington
EXR 1262563200 2010 01 04 1175 1189 1160 1191 77440000 EXR, Extra Space Storage, Salt Lake City UT
F 1262563200 2010 01 04 1017 1028 1005 1028 6085580000 F, Ford Motor, Dearborn Michigan
FAST 1262563200 2010 01 04 4202 4202 4168 4236 343200000 FAST, Fastenal Co, Winona Minnesota
FCX 1262563200 2010 01 04 8261 8345 8255 8359 1808240000 FCX, Freeport-McMoran Cp & Gld, Phoenix Arizona
FDX 1262563200 2010 01 04 8420 8344 8311 8500 321510000 FDX, FedEx Corporation, Memphis Tennessee
FE 1262563200 2010 01 04 4661 4677 4641 4691 184090000 FE, FirstEnergy Corp, Akron Ohio
FFIV 1262563200 2010 01 04 5334 5398 5334 5447 67490000 FFIV, F5 Networks, Seattle Washington
FIS 1262563200 2010 01 04 2362 2382 2344 2395 462370000 FIS, Fidelity National Information Services, Jacksonville Florida
FISV 1262563200 2010 01 04 4902 4943 4882 4948 253600000 FISV, Fiserv Inc, Brookfield Wisconsin
FITB 1262563200 2010 01 04 988 1011 981 1022 1542910000 FITB, Fifth Third Bancorp, Cincinnati Ohio
FL 1262563200 2010 01 04 1129 1116 1114 1143 187380000 FL, Foot Locker Inc, New York New York
FLIR 1262563200 2010 01 04 3322 3263 3261 3322 226980000 FLIR, FLIR Systems, Wilsonville Oregon
FLR 1262563200 2010 01 04 4545 4600 4520 4602 355330000 FLR, Fluor Corp., Irving Texas
FLS 1262563200 2010 01 04 9639 9700 9515 9732 216180000 FLS, Flowserve Corporation, Irving Texas
FMC 1262563200 2010 01 04 5654 5682 5586 5688 178940000 FMC, FMC Corporation, Philadelphia Pennsylvania
FOX 1262563200 2010 01 04 1616 1631 1616 1646 284940000 FOX, Twenty-First Century Fox Class B, New York New York
FOXA 1262563200 2010 01 04 1404 1392 1389 1422 1651270000 FOXA, Twenty-First Century Fox Class A, New York New York
FRT 1262563200 2010 01 04 6805 6702 6647 6834 66240000 FRT, Federal Realty Investment Trust, Rockville Maryland
FSLR 1262563200 2010 01 04 13600 13546 13357 13683 163600000 FSLR, First Solar Inc, Tempe Arizona
FTI 1262563200 2010 01 04 5815 5923 5815 5970 190840000 FTI, FMC Technologies Inc., Houston Texas
FTR 1262563200 2010 01 04 789 796 786 800 403040000 FTR, Frontier Communications, Stamford Connecticut
GD 1262563200 2010 01 04 6851 6919 6816 6919 119850000 GD, General Dynamics, Falls Church Virginia
GE 1262563200 2010 01 04 1522 1545 1515 1564 6707990000 GE, General Electric, Fairfield Connecticut
GGP 1262563200 2010 01 04 1171 1149 1121 1194 299700000 GGP, General Growth Properties Inc., Chicago Illinois
GILD 1262563200 2010 01 04 4338 4329 4309 4372 1680900000 GILD, Gilead Sciences, Foster City California
GIS 1262563200 2010 01 04 7119 7090 7062 7127 515640000 GIS, General Mills, Golden Valley Minnesota
GLW 1262563200 2010 01 04 1946 1955 1930 1975 1653910000 GLW, Corning Inc., Corning New York
GOOG 1262563200 2010 01 04 62695 62675 62424 62951 392700000 GOOG, Alphabet Inc Class C, Mountain View California
GOOGL 1262563200 2010 01 04 62695 62675 62424 62951 390840000 GOOGL, Alphabet Inc Class A, Mountain View California
GPC 1262563200 2010 01 04 3829 3813 3802 3838 83690000 GPC, Genuine Parts, Atlanta Georgia
GPN 1262563200 2010 01 04 5422 5266 5245 5450 253340000 GPN, Global Payments Inc, Atlanta Georgia
GPS 1262563200 2010 01 04 2073 2054 2045 2073 918560000 GPS, Gap (The), San Francisco California
GRMN 1262563200 2010 01 04 3142 3218 3098 3224 209880000 GRMN, Garmin Ltd., Schaffhausen Switzerland
GS 1262563200 2010 01 04 17005 17308 16950 17425 913500000 GS, Goldman Sachs Group, New York New York
GT 1262563200 2010 01 04 1432 1479 1425 1487 390560000 GT, Goodyear Tire & Rubber, Akron Ohio
GWW 1262563200 2010 01 04 9723 9723 9619 9797 53520000 GWW, Grainger (W.W.) Inc., Lake Forest Illinois
HAL 1262563200 2010 01 04 3071 3125 3066 3134 1157160000 HAL, Halliburton Co., Houston Texas
HAR 1262563200 2010 01 04 3558 3586 3518 3629 60760000 HAR, Harman Int'l Industries, Stamford Connecticut
HAS 1262563200 2010 01 04 3252 3254 3232 3275 165260000 HAS, Hasbro Inc., Pawtucket Rhode Island
HBAN 1262563200 2010 01 04 371 368 365 374 1046280000 HBAN, Huntington Bancshares, Columbus Ohio
HBI 1262563200 2010 01 04 2428 2470 2428 2487 365840000 HBI, Hanesbrands Inc,  Accessories & Luxury GoodsWinston-Salem
HCN 1262563200 2010 01 04 4450 4404 4393 4495 142660000 HCN, Welltower Inc., Toledo Ohio
HCP 1262563200 2010 01 04 3103 3007 3002 3111 427870000 HCP, HCP Inc., Long Beach California
HD 1262563200 2010 01 04 2915 2867 2854 2915 1312090000 HD, Home Depot, Atlanta Georgia
HES 1262563200 2010 01 04 6184 6316 6177 6343 372930000 HES, Hess Corporation, New York New York
HIG 1262563200 2010 01 04 2370 2386 2351 2395 694410000 HIG, Hartford Financial Svc.Gp., Hartford Connecticut
HOG 1262563200 2010 01 04 2549 2545 2528 2570 290400000 HOG, Harley-Davidson, Milwaukee Wisconsin
HOLX 1262563200 2010 01 04 1469 1494 1467 1499 401160000 HOLX, Hologic, Marlborough Massachusetts
HON 1262563200 2010 01 04 3961 4034 3947 4038 738920000 HON, Honeywell Int'l Inc., Morristown New Jersey
HP 1262563200 2010 01 04 4070 4198 4070 4202 92000000 HP, Helmerich & Payne, Tulsa Oklahoma[5]
HPQ 1262563200 2010 01 04 5153 5244 5131 5249 2795740000 HPQ, HP Inc., Palo Alto California
HRB 1262563200 2010 01 04 2269 2266 2260 2293 301800000 HRB, Block H&R, Kansas City Missouri
HRL 1262563200 2010 01 04 3852 3827 3809 3857 270520000 HRL, Hormel Foods Corp., Austin Minnesota
HRS 1262563200 2010 01 04 4770 4833 4770 4874 65460000 HRS, Harris Corporation, Melbourne Florida
HSIC 1262563200 2010 01 04 5327 5343 5291 5400 79480000 HSIC, Henry Schein, Melville New York
HST 1262563200 2010 01 04 1180 1182 1171 1201 699780000 HST, Host Hotels & Resorts, Bethesda Maryland
HSY 1262563200 2010 01 04 3600 3622 3575 3625 104800000 HSY, The Hershey Company, Hershey Pennsylvania
HUM 1262563200 2010 01 04 4443 4568 4443 4577 200850000 HUM, Humana Inc., Louisville Kentucky
IBM 1262563200 2010 01 04 13117 13244 13085 13297 615530000 IBM, International Business Machines, Armonk New York
ICE 1262563200 2010 01 04 11309 11286 11189 11350 363700000 ICE, Intercontinental Exchange, Atlanta Georgia
IDXX 1262563200 2010 01 04 5370 5408 5343 5434 32520000 IDXX, IDEXX Laboratories, Westbrook Maine
IFF 1262563200 2010 01 04 4150 4200 4150 4202 28600000 IFF, Intl Flavors & Fragrances, New York New York
ILMN 1262563200 2010 01 04 3112 3054 3042 3123 179370000 ILMN, Illumina Inc, San Diego California
INTC 1262563200 2010 01 04 2079 2087 2073 2103 4780090000 INTC, Intel Corp., Santa Clara California
INTU 1262563200 2010 01 04 3109 3080 3077 3115 235300000 INTU, Intuit Inc., Mountain View California
IP 1262563200 2010 01 04 2719 2717 2704 2745 403490000 IP, International Paper, Memphis Tennessee
IPG 1262563200 2010 01 04 745 753 740 762 444430000 IPG, Interpublic Group, New York New York
IR 1262563200 2010 01 04 3599 3624 3589 3645 296520000 IR, Ingersoll-Rand PLC, Dublin Ireland
IRM 1262563200 2010 01 04 2289 2289 2267 2305 99550000 IRM, Iron Mountain Incorporated, Boston Massachusetts
ISRG 1262563200 2010 01 04 30720 30876 30579 30908 33710000 ISRG, Intuitive Surgical Inc., Sunnyvale California
ITW 1262563200 2010 01 04 4859 4857 4806 4893 272810000 ITW, Illinois Tool Works, Glenview Illinois
IVZ 1262563200 2010 01 04 2357 2334 2315 2358 425420000 IVZ, Invesco Ltd., Atlanta Georgia
JBHT 1262563200 2010 01 04 3256 3306 3224 3311 187600000 JBHT, J. B. Hunt Transport Services, Lowell Arkansas
JCI 1262563200 2010 01 04 3598 3627 3586 3655 872700000 JCI, Johnson Controls International, Cork Ireland
JEC 1262563200 2010 01 04 3809 3845 3793 3845 172850000 JEC, Jacobs Engineering Group, Pasadena California
JNJ 1262563200 2010 01 04 6470 6468 6441 6498 950620000 JNJ, Johnson & Johnson, New Brunswick New Jersey
JNPR 1262563200 2010 01 04 2692 2718 2682 2732 333250000 JNPR, Juniper Networks, Sunnyvale California
JPM 1262563200 2010 01 04 4179 4284 4166 4299 3546050000 JPM, JPMorgan Chase & Co., New York New York
JWN 1262563200 2010 01 04 3813 3791 3754 3815 281660000 JWN, Nordstrom, Seattle Washington
K 1262563200 2010 01 04 5331 5283 5257 5357 274900000 K, Kellogg Co., Battle Creek Michigan
KEY 1262563200 2010 01 04 566 594 565 597 1490160000 KEY, KeyCorp, Cleveland Ohio
KIM 1262563200 2010 01 04 1362 1366 1356 1388 626380000 KIM, Kimco Realty, New Hyde Park New York
KLAC 1262563200 2010 01 04 3659 3691 3657 3736 282700000 KLAC, KLA-Tencor Corp., Milpitas California
KMB 1262563200 2010 01 04 6428 6426 6358 6451 163490000 KMB, Kimberly-Clark, Irving Texas
KMX 1262563200 2010 01 04 2448 2398 2387 2448 212280000 KMX, Carmax Inc, Richmond Virginia
KO 1262563200 2010 01 04 5716 5704 5690 5722 1387040000 KO, Coca Cola Company, Atlanta Georgia
KR 1262563200 2010 01 04 2053 2048 2044 2065 1271880000 KR, Kroger Co., Cincinnati Ohio
KSS 1262563200 2010 01 04 5450 5398 5390 5475 323990000 KSS, Kohl's Corp., Menomonee Falls Wisconsin
KSU 1262563200 2010 01 04 3349 3365 3341 3386 61350000 KSU, Kansas City Southern, Kansas City Missouri
L 1262563200 2010 01 04 3679 3718 3659 3729 221090000 L, Loews Corp., New York New York
LB 1262563200 2010 01 04 1937 1930 1927 1976 395940000 LB, L Brands Inc., Columbus Ohio
LEG 1262563200 2010 01 04 2050 2051 2038 2074 124140000 LEG, Leggett & Platt, Carthage Missouri
LEN 1262563200 2010 01 04 1281 1301 1265 1302 449380000 LEN, Lennar Corp., Miami Florida
LH 1262563200 2010 01 04 7547 7637 7483 7650 88340000 LH, Laboratory Corp. of America Holding, Burlington North Carolina
